FIPS,f15m_ndays_pctlocal,PctPopUrban,HMI,MedAge,PctWNL,PctMBSA
22061,0.6,0.593,35769,27.8,54.2,0.36
22063,0.623,0.589,56811,34.4,90.1,0.303
22065,0.719,0.776,25498,34.6,36.4,0.279
22067,0.316,0.5,28585,39.1,50.9,0.233
22069,0.505,0.499,33953,33.3,53.4,0.265
22071,0.663,0.994,37146,34.6,30.5,0.402
22073,0.811,0.758,38955,34.1,59.6,0.33
22075,0.488,0.805,55138,36.3,67.8,0.291
22077,0.476,0.422,45363,41.4,60.3,0.268
22079,0.71,0.605,40930,36.9,62,0.316
22081,0,0,39346,38.8,58.4,0.287
22083,0.731,0.34,36835,37.6,61.3,0.289
22085,0.227,0.118,35159,40.7,69.2,0.264
22087,0.617,0.957,41353,32.9,68.5,0.245
22089,0.221,0.885,58758,36.5,66.2,0.336
22091,0,0,33143,39.5,44.6,0.195
22093,0.306,0.723,55443,37.9,47.4,0.234
22095,0.549,0.866,50635,35.5,40,0.251
22097,0.56,0.518,35503,36.8,55.2,0.254
22099,0.429,0.504,42186,36.3,64.9,0.209
22101,0.413,0.87,41571,37.5,57.2,0.235
22103,0.58,0.768,60799,39.3,80.6,0.38
22105,0.866,0.591,40654,33.6,64.3,0.297
22107,0,0,27543,42.5,41.5,0.224
22109,0.549,0.794,49960,35,68.6,0.251
22111,0.973,0.171,35828,41,67.8,0.252
22113,0.882,0.454,44665,36.4,79.8,0.237
22115,0.257,0.501,46572,29.6,72.2,0.304
22117,0.5,0.333,31778,38.7,65.8,0.26
22119,0.93,0.47,35071,40.3,63.3,0.246
22121,0.935,0.695,50926,35.8,58.6,0.305
22123,0,0,33848,39.4,80.5,0.23
22125,0.234,0,61616,41.9,51.2,0.392
22127,0.273,0.351,34322,39.5,66,0.286
23001,0.926,0.566,44921,39.8,91.9,0.308
23003,0.723,0.197,37855,45.3,95.1,0.293
23005,0.855,0.639,57461,41,91.8,0.432
23007,0.672,0.17,41626,43.4,96.6,0.302
23009,0.374,0.099,47460,46.3,96.2,0.355
23011,0.678,0.372,46808,42.8,95.4,0.35
23013,0.472,0.321,49755,46.2,96.5,0.317
23015,0.765,0,50181,48.1,97,0.359
23017,0.706,0.169,40674,44.6,96.1,0.269
23019,0.766,0.423,43734,39.9,94.7,0.34
23021,0.552,0,36646,48.1,96.3,0.292
23023,0.825,0.383,56733,44.1,95.4,0.378
23025,0.568,0.195,38642,43.6,96.6,0.268
23027,0.607,0.087,42221,44.1,96.6,0.326
23029,0.621,0.076,37236,46.1,91.3,0.287
23031,0.701,0.432,57348,43,95.6,0.345
24001,0.567,0.727,39293,40.9,88.2,0.291
24003,0.807,0.947,87430,38.4,72.4,0.449
24005,0.85,0.935,66486,39.1,62.7,0.434
24009,0.604,0.613,95477,40.1,79.7,0.408
24011,0.667,0.24,58632,38.7,78.2,0.264
24013,0.674,0.605,84790,41.1,91.2,0.439
24015,0.683,0.579,66689,38.9,87.4,0.346
24017,0.671,0.705,93160,37.4,48.4,0.413
24019,0.389,0.438,46361,43.3,66.2,0.277
24021,0.789,0.748,84570,38.6,77.8,0.465
24023,0.362,0.161,45206,42.7,97.3,0.3
24025,0.678,0.822,80622,39.4,79.2,0.421
24027,0.684,0.907,109865,38.4,59.2,0.605
24029,0.651,0.274,56259,45.6,78.1,0.387
24031,0.877,0.976,98221,38.5,49.3,0.56
24033,0.721,0.98,73623,34.9,14.9,0.372
24035,0.348,0.455,87256,42.6,87.3,0.386
24037,0.484,0.496,85672,36,76.5,0.435
24039,0.519,0.542,38447,36.5,52.1,0.284
24041,0.439,0.453,61597,47.4,79,0.381
24043,0.772,0.705,55609,39.7,83.3,0.323
24045,0.38,0.742,51092,35.7,66.6,0.342
24047,0.584,0.645,57952,48.1,80.3,0.347
24510,0.803,1,41385,34.4,28,0.384
25001,0.573,0.925,60526,49.9,91.4,0.362
25003,0.606,0.684,48450,44.7,90.6,0.373
25005,0.753,0.902,55298,39.8,85.6,0.337
25007,0.589,0.61,66288,45.3,86.3,0.373
25009,0.781,0.958,67311,40.4,76,0.408
25011,0.703,0.456,53663,44.2,92.4,0.39
25013,0.738,0.914,49094,38.6,67.7,0.329
25015,0.878,0.726,61227,36.6,86.2,0.448
25017,0.905,0.97,82090,38.5,76.5,0.524
25019,0.245,0.811,85478,39.4,80.5,0.281
25021,0.811,0.988,84916,40.7,80.3,0.511
25023,0.81,0.897,75092,41.1,83.9,0.382
25025,0.78,0.999,53540,31.5,48.1,0.434
25027,0.919,0.816,65223,39.2,80.7,0.408
26001,0.415,0.011,37189,55.2,97.1,0.245
26003,0.409,0.31,37586,47.3,85.5,0.291
26005,0.674,0.355,52061,39.2,89.7,0.283
26007,0.262,0.482,38016,45.6,96.7,0.3
26009,0.859,0,45362,47.4,95.6,0.258
26011,0.739,0,38874,46.7,95.8,0.278
26013,0.711,0,41189,42.9,74.5,0.279
26015,0.601,0.229,52186,41.2,95.5,0.279
26017,0.678,0.697,45376,41.7,91.2,0.294
26019,0.632,0,47366,46.2,95.1,0.312
26021,0.83,0.671,43633,41,76.1,0.325
26023,0.515,0.373,41856,39.8,90.9,0.245
26025,0.942,0.69,42110,39.2,79.8,0.278
26027,0.642,0.288,44346,42.6,87.4,0.29
26029,0.631,0.296,45949,45.5,94.8,0.295
26031,0.548,0.173,38410,47.1,93,0.247
26033,0.262,0.511,41637,39.5,71.5,0.293
26035,0.43,0.294,32668,45.3,95.8,0.239
26037,0.652,0.471,60466,38.4,90.5,0.366
26039,0.634,0.274,40295,47.7,96.5,0.266
26041,0.48,0.562,42676,45.6,94.2,0.273
26043,0.654,0.672,44136,45.4,96.6,0.283
26045,0.72,0.62,54115,40.3,84.9,0.341
26047,0.714,0.251,50929,43.1,92.2,0.339
26049,0.863,0.832,42089,38.5,72.7,0.304
26051,0.1,0.114,37626,47.7,96.9,0.248
26053,0.592,0.318,34252,46.8,91.1,0.271
26055,0.852,0.52,51766,41.3,93.3,0.326
26057,0.527,0.398,40359,38.7,87.4,0.274
26059,0.333,0.309,41759,40.5,95.9,0.269
26061,0.634,0.622,35430,33.1,93.6,0.368
26063,0.592,0.105,40204,46.8,96.1,0.28
26065,0.957,0.868,45321,31.4,72.4,0.389
26067,0.696,0.395,47892,37,89.1,0.27
26069,0.696,0.411,36236,51,95.5,0.244
26071,0.238,0.271,34685,51.9,96.2,0.257
26073,0.508,0.534,36372,25.1,87.5,0.278
26075,0.877,0.582,46615,39.7,85.9,0.293
26077,0.861,0.825,45775,34.1,79.9,0.38
26079,0.725,0.156,40140,43,95.9,0.2
26081,0.829,0.843,51667,34.4,76,0.351
26083,0.437,0,39038,51.6,98.2,0.394
26085,0.707,0,29379,50.1,85.8,0.185
26087,0.332,0.227,52939,41.6,93,0.305
26089,0.633,0.087,55018,50.3,91.2,0.379
26091,0.91,0.482,47766,40,87.6,0.289
26093,0.784,0.631,72359,40.9,95.3,0.387
26095,0.603,0.486,39469,43,79.6,0.267
26097,0.535,0.228,38704,49,75.7,0.257
26099,0.819,0.972,53451,39.9,83.9,0.33
26101,0.704,0.388,41551,47.1,90.6,0.269
26103,0.517,0.585,45622,39.4,93,0.319
26105,0.436,0.373,41136,45.1,92.6,0.301
26107,0.815,0.333,39470,34,92.6,0.279
26109,0.062,0.357,41739,46.2,94.5,0.265
26111,0.304,0.572,53076,40.4,93.1,0.393
26113,0.564,0,41061,42.8,95.8,0.244
26115,0.924,0.624,53972,40.3,92.5,0.276
26117,0.542,0.154,40451,39.3,92.6,0.244
26119,0.193,0,35261,52.3,96.9,0.235
26121,0.73,0.767,40979,38.2,77.3,0.281
26123,0.513,0.162,42571,40.9,91,0.241
26125,0.888,0.952,65594,40.2,75.1,0.469
26127,0.289,0.101,40023,41.8,83.7,0.244
26129,0.748,0,34619,47.6,96.2,0.255
26131,0.268,0,34620,52.7,96.5,0.254
26133,0.715,0,37788,41.8,95.8,0.249
26135,0.468,0,33239,49.7,97,0.213
26137,0.742,0.343,47584,43.2,96,0.292
26139,0.809,0.797,56453,34.5,85.7,0.335
26141,0.625,0.191,39652,51.7,97,0.298
26143,0.822,0.339,33334,53.3,96.5,0.216
26145,0.566,0.689,42331,39.5,70.5,0.297
26147,0.817,0.614,48066,41.3,92.1,0.268
26149,0.495,0.456,44051,38.7,88,0.256
26151,0.25,0.098,40478,42.8,94.8,0.267
26153,0.495,0.41,35260,48.3,87.1,0.281
26155,0.66,0.45,46217,40.3,95.2,0.274
26157,0.227,0.158,43039,41.7,94.3,0.259
26159,0.793,0.291,45129,39.8,82.7,0.274
26161,0.95,0.836,59055,33.3,72.1,0.504
26163,0.855,0.993,41184,37.3,49.6,0.315
26165,0.666,0.357,40965,40.9,95.5,0.26
27001,0.818,0,41617,51.7,95,0.269
27003,0.774,0.865,70380,37.1,85.2,0.369
27005,0.678,0.245,50214,42.2,87.8,0.309
27007,0.755,0.329,43231,33.2,74.4,0.318
27009,0.95,0.6,52200,34.1,93.5,0.293
27011,0.73,0,46313,48.5,97.7,0.383
27013,0.425,0.731,49935,29.8,91.2,0.305
27015,0.248,0.651,48256,43.3,95.2,0.299
27017,0.443,0.448,53016,40.5,88.9,0.318
27019,0.568,0.812,83773,36.3,90.7,0.449
27021,0.482,0,45045,46.9,85.4,0.304
27023,0.33,0.497,49434,43.1,91.4,0.3
27025,0.359,0.444,67157,39,94.7,0.319
27027,0.71,0.721,52410,31.6,90.6,0.337
27029,0.382,0,43269,41.9,86.7,0.272
27031,0.473,0,52215,49.8,87.5,0.34
27033,0.406,0.377,45294,44.2,89.3,0.308
27035,0.541,0.373,47058,42.4,96,0.31
27037,0.827,0.951,73732,36.8,82.3,0.418
27039,0.239,0.482,69301,36.4,93.5,0.36
27041,0.279,0.472,50905,43.1,97.1,0.339
27043,0.719,0.224,44264,46,92.9,0.3
27045,0.441,0.067,50657,42.8,97.6,0.34
27047,0.469,0.572,44683,44.2,88.6,0.263
27049,0.632,0.53,56836,41.9,93.2,0.348
27051,0.2,0,50030,46.5,96.9,0.338
27053,0.887,0.978,64403,35.9,71.7,0.465
27055,0.662,0.426,52545,43.8,97.1,0.327
27057,0.159,0.166,45961,46.4,93.6,0.301
27059,0.189,0.377,57353,37.6,95.1,0.276
27061,0.826,0.206,46912,45.4,93.1,0.311
27063,0.695,0.309,51681,44.1,94.5,0.345
27065,0.962,0.226,47068,42.1,96.1,0.269
27067,0.958,0.555,50149,39.5,85.1,0.33
27069,0.967,0,48875,48.2,97.4,0.342
27071,0.808,0.53,41108,46.4,94,0.264
27073,0.819,0,48468,48.9,97,0.34
27075,0.433,0.33,46939,48.3,97.2,0.271
27077,0.653,0,44069,48.7,95.5,0.254
27079,0.775,0.378,58922,39.8,92.7,0.315
27081,0.549,0,47861,46.2,97.5,0.346
27083,0.864,0.521,49594,34.1,87.5,0.343
27085,0.855,0.534,55170,39.1,92.8,0.324
27087,0,0,40282,37.4,49.8,0.281
27089,0.817,0,52198,44.1,94.8,0.334
27091,0.291,0.46,48530,45.5,94.8,0.302
27093,0.657,0.345,53904,41.2,95.4,0.313
27095,0.643,0.292,47862,39.4,90.4,0.303
27097,0.932,0.272,47649,40.6,96.9,0.288
27099,0.348,0.641,46004,39.2,84.2,0.289
27101,0.142,0,52160,46.8,95.4,0.375
27103,0.591,0.744,60115,34.1,91.5,0.355
27105,0.465,0.59,48208,37.5,67.2,0.243
27107,0.919,0,45389,45.2,91.8,0.356
27109,0.849,0.834,66252,36.3,83.4,0.473
27111,0.789,0.264,48961,46.3,94.7,0.34
27113,0.971,0.638,45633,38.9,92.4,0.296
27115,0.43,0.107,43928,41.6,90.5,0.24
27117,0.018,0.427,46019,42.3,92.5,0.283
27119,0.866,0.515,50695,39.8,90.2,0.336
27121,0.78,0,52350,45.9,97.5,0.321
27123,0.889,0.998,54247,34.6,66.9,0.426
27125,0,0,47569,41.9,94.8,0.303
27127,0.462,0.309,47447,42.6,87.9,0.34
27129,0.941,0,50802,44.2,91.2,0.304
27131,0.882,0.741,59915,35,85.1,0.345
27133,0.226,0.477,46623,41.4,95.4,0.295
27135,0.544,0.177,50759,40.7,94,0.261
27137,0.754,0.629,46517,40.8,92.3,0.33
27139,0.473,0.828,86112,34.8,84.5,0.418
27141,0.469,0.558,73098,33.9,92.6,0.329
27143,0.837,0,54017,40.3,90.9,0.304
27145,0.813,0.631,54551,33.3,90.6,0.315
27147,0.404,0.694,56480,38.5,89,0.318
27149,0.988,0.527,54206,33.9,91.8,0.356
27151,0.734,0.326,48026,44.4,94.8,0.336
27153,0.682,0.216,45000,41.9,92.6,0.258
27155,0.4,0,45714,47.6,93.4,0.368
27157,0.574,0.355,53057,42.8,95.6,0.326
27159,0.038,0.33,36928,43.3,95.8,0.263
27161,0.94,0.498,53657,39.3,90.4,0.312
27163,0.748,0.855,81540,38.3,85.7,0.445
27165,0.969,0.409,49698,41.2,77,0.281
27167,0.522,0.499,50507,43.5,95.7,0.304
27169,0.567,0.655,47468,33.1,92.9,0.307
27171,0.848,0.675,71598,34.6,93.7,0.358
27173,0.093,0.192,52510,42.9,91.8,0.329
28001,0.325,0.628,27381,41.1,38.7,0.293
28003,0.513,0.336,33600,39.2,84.5,0.312
28005,0.433,0,30750,43.7,57.2,0.228
28007,0.733,0.357,31641,39.6,55.5,0.301
28009,0.133,0,31060,39.4,59.9,0.233
28011,0.504,0.46,28599,34,32.9,0.318
28013,0.805,0,30000,39.7,65.8,0.231
28015,0.388,0,31039,43.3,65.4,0.245
28017,0.841,0.147,31061,37.7,53.2,0.168
28019,0.205,0,29876,41.9,67.9,0.295
28021,0.065,0,23689,33.3,14.1,0.177
28023,0.902,0,31362,40.5,63.8,0.259
28025,0.418,0.445,30764,37.8,40.1,0.251
28027,0.49,0.68,26407,32.8,22.6,0.283
28029,0.902,0.344,35421,36.7,45.5,0.233
28031,0.417,0,33381,37.6,62.4,0.214
28033,0.868,0.796,58505,35,70.4,0.335
28035,0.798,0.704,36726,31.3,58.4,0.326
28037,0.906,0,32372,40.1,64.4,0.244
28039,0,0.117,43958,36.4,88.6,0.258
28041,0,0,36888,36.6,72,0.251
28043,0.329,0.478,34129,39.4,56.4,0.266
28045,0.366,0.574,44522,40.7,86.3,0.3
28047,0.458,0.772,43124,35.3,67.2,0.287
28049,0.817,0.847,37626,33.1,28,0.324
28051,0.229,0.132,22325,32.8,15.6,0.227
28053,0,0.502,23600,34.4,22.8,0.232
28055,0.103,0,24767,38.4,34.3,0.144
28057,0.583,0.137,36073,38.5,91.8,0.279
28059,0.467,0.727,48943,37.2,69.9,0.29
28061,0.313,0,31170,40.6,46,0.249
28063,0,0,26028,37.6,13.7,0.298
28065,0.914,0,27186,41,38.5,0.243
28067,0.789,0.386,38074,36.8,65.6,0.276
28069,0,0,29003,38.5,35.1,0.182
28071,0.313,0.544,43328,27.7,70.8,0.364
28073,0.922,0.496,51154,33,76,0.383
28075,0.604,0.517,36203,37,54,0.317
28077,0,0,38393,38.9,66.3,0.307
28079,0,0.188,32521,33.2,48.8,0.275
28081,0.683,0.546,42074,36.4,68.6,0.296
28083,0.918,0.823,24480,32.8,24.5,0.317
28085,0.982,0.305,36498,37.8,68,0.297
28087,0.502,0.574,37868,36,53.3,0.288
28089,0.48,0.72,59904,35.8,56,0.477
28091,0,0.269,29400,37.7,65.2,0.274
28093,0.242,0.166,36022,38.3,48.9,0.178
28095,0.332,0.304,36308,39.5,67.2,0.251
28097,0,0.402,30466,41.4,52.8,0.255
28099,0.573,0.261,37050,35.3,60,0.286
28101,0.656,0.129,39190,37.1,62.6,0.335
28103,0.964,0.26,24338,36.3,27,0.192
28105,0.932,0.636,30987,25.4,58.4,0.434
28107,0.433,0.211,35715,36.5,48.9,0.301
28109,0.995,0.301,42510,38.9,82.2,0.313
28111,0.676,0,36124,38.7,77.7,0.235
28113,0.717,0.406,34841,36.9,45.9,0.26
28115,0.595,0.16,39899,36.4,78.5,0.267
28117,0,0.239,32503,38.5,83.8,0.219
28119,0.69,0.43,22863,37.3,28.8,0.292
28121,0.924,0.661,57380,36.2,76.3,0.412
28123,0.127,0.278,34534,34.9,50.8,0.217
28125,0.087,0,35125,39.5,27.8,0.341
28127,0.759,0.152,38362,37.9,62.3,0.267
28129,0.915,0,34753,39.1,75.3,0.269
28131,0.471,0.212,42963,35.9,77.7,0.24
28133,0.222,0.542,26619,33.5,25.2,0.275
28135,0.593,0.191,29853,35,36.3,0.286
28137,0.397,0.226,41494,36,66.1,0.271
28139,0.083,0.162,34636,38,78.3,0.216
28141,0.252,0,32592,42,93.5,0.261
28143,0.211,0.34,31446,32.1,23.1,0.233
28145,0.723,0.244,38373,37.5,79.8,0.228
28147,0.989,0,31090,38,52.7,0.285
28149,0.412,0.591,41025,37.7,49.5,0.359
28151,0.86,0.825,28093,35.3,26.7,0.331
28153,0,0.204,29925,37.2,59,0.202
28155,0,0,33524,39.9,78.1,0.341
28157,0,0,33618,37.5,28.5,0.277
28159,0.365,0.241,30821,39.5,51.5,0.295
28161,0.783,0.207,32930,40.6,60,0.266
28163,0.79,0.554,26336,35.1,37.3,0.284
29001,0.845,0.621,34733,28.3,92.8,0.367
29003,0.229,0.387,54336,41,96.2,0.315
29005,0.264,0,44426,46.2,97.7,0.327
29007,0.388,0.588,43013,38.5,88.6,0.256
29009,0.77,0.267,38710,41.8,88.5,0.274
29011,0,0.36,40580,40.3,94.4,0.285
29013,0.222,0.227,38579,41.3,95.6,0.259
29015,0.45,0.135,32951,51.5,96.1,0.273
29017,0.981,0,37716,42,97.4,0.237
29019,0.85,0.812,48627,29.6,81,0.463
29021,0.754,0.866,44363,36.9,86.3,0.268
29023,0.47,0.478,34969,40.6,90,0.26
29025,0.815,0,41169,41.3,95.9,0.267
29027,0.498,0.38,47964,37.7,91,0.316
29029,0.506,0.258,43458,48.6,95.3,0.313
29031,0.927,0.695,46516,36.4,87.9,0.313
29033,0.333,0.355,46002,42.1,95.7,0.267
29035,0.053,0,30962,41.2,95.6,0.337
29037,0.789,0.676,60350,37.9,89.5,0.333
29039,0.992,0.247,30302,44.9,96.1,0.295
29041,0.841,0,39385,45.8,96.3,0.271
29043,0.506,0.552,52838,36.3,94.3,0.359
29045,0.111,0,40204,42.3,97.7,0.254
29047,0.884,0.902,60936,36.2,84.1,0.376
29049,0.46,0.238,53826,40.8,94.5,0.267
29051,0.791,0.709,53931,37.7,83.2,0.396
29053,0.802,0.468,45992,38.7,89.5,0.277
29055,0.174,0.267,35897,40.6,96.4,0.24
29057,0,0,35483,45.9,94.8,0.304
29059,0.403,0.181,40120,41.4,95.6,0.259
29061,0.036,0,42393,40.1,97.4,0.306
29063,0,0.376,44092,39.9,85.7,0.251
29065,0.333,0.314,36311,43,95.9,0.239
29067,0.96,0.209,32130,45,96.6,0.216
29069,0.411,0.495,31304,39.3,82.9,0.263
29071,0.433,0.444,48857,39.4,96,0.288
29073,0.074,0.191,41392,45,97.2,0.265
29075,0,0,39192,42.4,98,0.329
29077,0.625,0.86,40337,35.8,89.5,0.34
29079,0.034,0.545,37964,41.6,96,0.275
29081,0,0.296,37739,42.6,96.7,0.264
29083,0.333,0.505,39839,43.5,95.3,0.267
29085,0.462,0,29325,53,96.4,0.237
29087,0.718,0,42979,46.6,97.2,0.297
29089,0.831,0.359,42747,39.2,91.1,0.309
29091,0.722,0.278,32533,39.6,95.3,0.267
29093,0.049,0.251,36387,42.7,95.6,0.246
29095,0.899,0.962,47015,36.2,63.3,0.353
29097,0.68,0.763,40399,35.1,86,0.282
29099,0.618,0.698,54845,37.8,95.4,0.285
29101,0.618,0.496,47223,29.8,88.2,0.295
29103,0,0,34481,43.6,97.5,0.298
29105,0.715,0.395,39013,39.3,94.4,0.223
29107,0.829,0.431,50527,40.6,92.9,0.284
29109,0.298,0.413,39334,39.1,91,0.263
29111,0,0,42071,38.7,93.5,0.24
29113,0.691,0.252,52835,35.6,93.9,0.26
29115,0.661,0.335,38250,42.2,96.4,0.283
29117,0.077,0.634,40116,41.1,94.7,0.291
29119,0.505,0,37997,36.5,81,0.209
29121,0.898,0.322,38443,42.3,94.7,0.289
29123,0.179,0.345,35870,41,96.4,0.229
29125,0,0,42566,42.8,97.1,0.281
29127,0.361,0.752,42046,39,91,0.304
29129,0,0,40272,43.5,97.3,0.332
29131,0.14,0.202,35507,40.2,96,0.24
29133,0.457,0.673,29787,39.4,73.3,0.233
29135,0,0.473,47118,37.8,90.7,0.294
29137,0.378,0,40657,43.8,94.3,0.258
29139,0.068,0.215,40236,43.2,95.1,0.258
29141,0,0,34797,46.1,95.2,0.269
29143,0.485,0.431,35793,40.4,81.1,0.271
29145,0.602,0.356,42268,39,87.7,0.294
29147,0.869,0.566,36641,28.5,93.6,0.259
29149,0.9,0.195,27743,45.4,95.6,0.209
29151,0.172,0,51408,39.3,98.4,0.279
29153,0,0,32078,48.9,96.5,0.243
29155,0.154,0.507,28889,37,69.6,0.244
29157,0.691,0.444,47876,39.2,96.5,0.238
29159,0.831,0.622,38580,37.1,87,0.263
29161,0.836,0.538,41964,33.8,90.3,0.356
29163,0.216,0.456,39850,39.9,89.2,0.242
29165,0.749,0.842,67721,38.4,84.1,0.413
29167,0.28,0.311,39512,37.8,95,0.296
29169,0.511,0.56,49820,26.6,72.4,0.339
29171,0,0,36713,45.1,97.7,0.329
29173,0.192,0.039,47969,43.4,96.7,0.282
29175,0.057,0.548,37203,38,90,0.238
29177,0.979,0.248,52698,40.6,95.1,0.258
29179,0.636,0,34496,44.6,96.1,0.24
29181,0.644,0,32291,42.1,96.2,0.233
29183,0.758,0.942,71077,36.9,89.1,0.411
29185,0.27,0,31539,48.1,95.5,0.286
29186,0.291,0.239,48433,42.6,97,0.217
29187,0.084,0.602,37238,38.2,92.8,0.277
29189,0.902,0.989,58910,39.9,68.9,0.431
29195,0.804,0.542,39519,38.2,83.2,0.275
29197,0,0,34688,41.3,98.2,0.26
29199,0.167,0,39028,39.1,98.3,0.312
29201,0.704,0.584,40651,38.9,84.9,0.26
29203,0.463,0,31132,43.4,94.9,0.285
29205,0,0,35938,42.3,97.3,0.274
29207,0.918,0.302,37965,41.1,96.5,0.266
29209,0.51,0.113,40850,49.9,96.1,0.279
29211,0.088,0,36676,40.8,79.7,0.239
29213,0.829,0.561,38461,40.7,91.1,0.234
29215,0.355,0.008,36082,42.1,92.3,0.228
29217,0.24,0.417,38679,40,95.5,0.282
29219,0.143,0.37,50830,39.5,92.9,0.258
29221,0.178,0.195,34702,39.2,95.1,0.194
29223,0.543,0,33159,45.8,96.5,0.241
29225,0.653,0.261,44596,37.5,95.2,0.248
29227,0,0,39348,47.4,97.4,0.392
29229,0.58,0.234,28645,40.7,96.3,0.252
29510,0.771,1,34582,33.9,42.2,0.371
30001,0.178,0.498,41614,42,92.7,0.416
30003,0.127,0.281,39966,30.5,30.4,0.327
30005,0.571,0,37151,35.1,47.9,0.371
30007,0.496,0,45932,45.4,94.6,0.306
30009,0.325,0,47831,48.1,95.9,0.349
30011,0.33,0,39659,50.2,97.6,0.558
30013,0.615,0.802,44963,38.9,87.4,0.319
30015,0.548,0,40070,41.5,75.5,0.399
30017,0.926,0.821,43524,42.1,94.1,0.31
30019,0.875,0,46100,50.4,94.4,0.394
30021,0.254,0.724,50405,43.5,94.5,0.335
30023,0.633,0.664,38958,46,91.6,0.28
30025,0.594,0,51164,42.9,96.6,0.318
30027,0.395,0.526,38344,47.8,95.7,0.373
30029,0.403,0.485,46581,41.2,94,0.308
30031,0.732,0.665,52833,32.5,93.3,0.385
30033,0.063,0,45096,46.4,98.4,0.484
30035,0.431,0.56,33519,31.7,30.7,0.319
30037,0,0,39313,48.8,93,0.322
30039,0.456,0,45236,52.1,96.4,0.354
30041,0.778,0.6,43726,35.1,72.9,0.351
30043,0.133,0,60863,46.2,94,0.441
30045,0.074,0,41932,48.3,97.2,0.519
30047,0.613,0.166,38019,41.3,68.1,0.348
30049,0.539,0.711,56243,40.9,92.4,0.46
30051,0.056,0,44493,44.6,98,0.453
30053,0.186,0.202,33333,48.9,94.2,0.304
30055,0.762,0,46667,48.9,97.4,0.545
30057,0.507,0,47762,49.8,95.4,0.403
30059,0.544,0,38182,50.1,96.6,0.312
30061,0.095,0,33033,49.8,93.6,0.205
30063,0.835,0.777,46117,34.3,91,0.374
30065,0,0,43409,49.1,94.3,0.27
30067,0.327,0.523,42426,45.4,95.2,0.368
30069,0.343,0,41705,47.3,98.4,0.483
30071,0.912,0,42632,46.8,86.2,0.35
30073,0,0.419,41277,42.8,82.2,0.385
30075,0,0,46250,49.3,94.4,0.422
30077,0.518,0.458,40802,45.1,91.4,0.294
30079,0,0,38036,53.6,95.4,0.397
30081,0.555,0.154,38688,46,93.9,0.324
30083,0,0.558,58112,41.3,93.3,0.282
30085,0.086,0.603,36920,31.6,35.6,0.345
30087,0.122,0,48789,36.5,60.2,0.339
30089,0.445,0,32881,49.8,90.4,0.276
30091,0.9,0,48667,50.3,94.6,0.363
30093,0.498,0.886,38659,41.3,92.1,0.307
30095,0.607,0,57906,45.7,95.3,0.276
30097,0,0,45938,46.6,95.6,0.336
30099,0.083,0,43327,45.8,95.4,0.429
30101,0.108,0.57,46972,41.5,90.4,0.318
30103,0.222,0,37105,51.5,92.8,0.249
30105,0.032,0.448,47181,46.4,86.4,0.354
30107,0.468,0,31867,44.9,95.2,0.416
30109,0,0,41875,49,97.1,0.369
30111,0.371,0.833,51342,38.3,88.2,0.33
31001,0.462,0.775,49440,37.9,88.5,0.301
31003,0.456,0,43518,46.6,96,0.383
31005,0,0,40568,41.4,94.6,0.53
31007,0,0,36875,48.1,95.1,0.424
31009,0,0,42917,46.1,99.2,0.338
31011,0,0,45246,45.5,97.8,0.348
31013,0.04,0.75,46373,41.3,84.6,0.308
31015,0.036,0,41279,50.2,96.4,0.414
31017,0,0,33647,47.9,97.7,0.371
31019,0.562,0.677,50963,32.1,89.2,0.316
31021,0.198,0,46817,47.1,95.1,0.334
31023,0,0.343,50247,44.3,96.4,0.307
31025,0.127,0.27,64697,41.1,95.4,0.333
31027,0.055,0,48038,44.4,97.8,0.331
31029,0.4,0,45610,43.6,88,0.336
31031,0.544,0.475,45464,45.4,90,0.371
31033,0.896,0.637,51529,40.4,90.8,0.339
31035,0.188,0,46784,43.2,90.8,0.332
31037,0.45,0.595,51765,34.2,57.4,0.22
31039,0.088,0.348,47500,43.7,90.5,0.318
31041,0.593,0.323,44873,45.4,96.5,0.327
31043,0.887,0.789,47069,32.8,55.2,0.209
31045,0.143,0.601,40359,33,87.8,0.348
31047,0.021,0.733,46078,36.2,63.6,0.231
31049,0.069,0,44922,48.3,94.7,0.282
31051,0.578,0,47325,42.1,88.2,0.306
31053,0.4,0.749,48626,40.3,87.5,0.254
31055,0.894,0.978,53325,33.5,71.9,0.389
31057,0,0,47431,47.9,92.2,0.445
31059,0.2,0,48464,46.3,95.4,0.328
31061,0,0,43011,48.4,97.5,0.342
31063,0,0,50227,43.1,97.5,0.333
31065,0.133,0,39603,47.4,95.7,0.339
31067,0.622,0.556,47654,43.7,96.1,0.344
31069,0.069,0,39400,49.8,94.4,0.31
31071,0.478,0,41892,50.3,98.7,0.242
31073,0,0,45893,47.1,95.6,0.234
31075,0,0,44167,48.2,97.7,0.378
31077,0,0,44950,46.4,96.6,0.334
31079,0.676,0.854,48712,35.8,72.6,0.254
31081,0,0.489,56065,42.3,96.9,0.328
31083,0.417,0,45920,49.2,97.7,0.315
31085,0,0,49125,47.7,96,0.405
31087,0,0,39702,48.2,97,0.34
31089,0.803,0.353,44427,46.1,96,0.316
31091,0,0,39327,50.1,98,0.36
31093,0,0,49088,43.3,96.7,0.337
31095,0.803,0.518,44843,46.8,95.7,0.306
31097,0,0,42364,43.3,83.5,0.288
31099,0.127,0.454,56466,43.3,95,0.297
