FIPS,f15m_ndays_pctlocal,PctPopUrban,HMI,MedAge,PctWNL,PctMBSA
16069,0.505,0.808,46503,40.8,88.7,0.293
16071,0.262,0,40842,39.1,95,0.312
16073,0.624,0.227,32175,36,68.3,0.244
16075,0.5,0.573,43649,37.2,81.3,0.306
16077,0.59,0.574,44212,33.2,66.1,0.263
16079,0.577,0.44,38440,46.2,93.5,0.264
16081,0.414,0,53931,33.2,81.5,0.345
16083,0.808,0.72,43886,34.4,82.7,0.281
16085,0.862,0,50473,46.9,94.1,0.335
16087,0.371,0.544,37453,43.6,80.1,0.288
17001,0.906,0.674,45073,40.7,93,0.293
17003,0.502,0.381,26972,41.1,60.5,0.202
17005,0.934,0.393,48163,39.7,88.9,0.298
17007,0.342,0.806,60893,36.8,75.2,0.286
17009,0.995,0.589,42194,37.3,74.8,0.298
17011,0.846,0.426,48977,42.5,90,0.249
17013,0.038,0,50436,44.6,98.3,0.29
17015,0.623,0.181,47985,46.5,94.9,0.284
17017,0.101,0.479,45734,38.7,79.4,0.234
17019,0.913,0.873,45808,28.9,70.9,0.438
17021,0.904,0.565,45145,41.6,95.8,0.264
17023,0.644,0.405,47405,42.3,97.5,0.31
17025,0.105,0.353,40640,42.2,97.2,0.237
17027,0.172,0.512,61720,39.3,92.1,0.308
17029,0.513,0.757,37040,31.6,91.6,0.291
17031,0.87,1,54548,35.3,43.9,0.378
17033,0.143,0.398,46216,41.7,91.9,0.272
17035,0.148,0,43958,40.9,97.9,0.294
17037,0.784,0.797,53375,29.3,79.7,0.329
17039,0.802,0.512,51051,41.7,95.7,0.259
17041,0.471,0.384,52741,38.7,92.2,0.268
17043,0.907,1,78487,38.2,70.5,0.443
17045,0.393,0.482,42133,43.2,97.7,0.272
17047,0.571,0,39075,42.7,97.5,0.224
17049,0.361,0.403,52108,39.2,96.8,0.279
17051,0.21,0.33,44722,39.9,93,0.27
17053,0.153,0.582,48866,42.4,96,0.3
17055,0.053,0.514,36273,41.8,96.9,0.256
17057,0.765,0.4,45130,41.9,92.8,0.304
17059,0.183,0,40330,44.4,97.1,0.3
17061,1,0.292,43502,41.6,97.3,0.277
17063,0.217,0.756,64541,36.1,88.9,0.286
17065,0.706,0.319,38417,43.1,97.4,0.261
17067,0.317,0.29,43925,44.6,97.4,0.266
17069,0.333,0,37071,46.3,96.6,0.276
17071,0,0.003,49389,47.2,97.3,0.29
17073,0.345,0.497,52940,41.8,92.1,0.306
17075,0.414,0.283,47079,43.4,92.4,0.285
17077,0.782,0.628,33479,29.1,76,0.371
17079,0.559,0.301,52233,42.7,98.1,0.279
17081,0.127,0.412,42981,40.6,87.4,0.261
17083,0.753,0.394,53954,40.5,96.9,0.299
17085,0.252,0.274,50817,47.1,95.6,0.29
17087,0.49,0,40760,42.2,87.9,0.259
17089,0.878,0.964,69530,34.5,59,0.335
17091,0.845,0.755,50102,36.7,73.4,0.29
17093,0.262,0.896,81765,32.9,74.2,0.402
17095,0.809,0.757,40667,42,85.3,0.292
17097,0.863,0.987,77469,36.7,65.2,0.418
17099,0.55,0.698,52640,41,88.3,0.261
17101,0,0.42,40145,39.7,86.1,0.288
17103,0.763,0.468,50060,42,88.3,0.302
17105,0.876,0.592,54614,40.8,89.6,0.275
17107,0.145,0.601,47133,39.4,87.7,0.315
17109,0.876,0.705,36031,28.9,88.9,0.331
17111,0.665,0.901,76145,38,83.7,0.373
17113,0.787,0.835,62089,32.1,81.9,0.42
17115,0.605,0.847,46559,40.3,78.4,0.313
17117,0.654,0.415,49590,41.7,97,0.278
17119,0.655,0.867,53633,38.6,86.7,0.336
17121,0.651,0.549,41010,41.4,92.4,0.257
17123,0.212,0,51504,44.8,95.9,0.244
17125,0.435,0.225,42260,44,97.5,0.276
17127,0.28,0.495,43615,42.1,89.8,0.295
17129,0.173,0.243,58190,42.6,97,0.336
17131,0.6,0.222,53136,43.7,96.8,0.298
17133,0.373,0.586,68482,41,97.1,0.35
17135,0.465,0.584,41952,41.9,94.1,0.305
17137,0.913,0.638,46809,40.8,89.8,0.303
17139,0.476,0.308,46622,40.3,97.8,0.275
17141,0.311,0.529,54541,40.7,88.6,0.29
17143,0.881,0.854,50712,36.8,72.7,0.383
17145,0.027,0.564,42078,39.4,87.1,0.248
17147,0.349,0.323,63027,42.6,97.3,0.366
17149,0.69,0.277,39845,42.5,96.2,0.227
17151,0.346,0,38371,46.6,90.7,0.227
17153,0.163,0,33717,43.2,63.9,0.245
17155,0.179,0,54196,45.2,94.1,0.242
17157,0.456,0.574,47427,41,86.4,0.251
17159,0.651,0.565,44070,42.1,96.6,0.274
17161,0.595,0.891,48702,40,75.7,0.303
17163,0.714,0.902,50578,36.9,62.9,0.335
17165,0.274,0.563,37800,41.7,92.4,0.278
17167,0.768,0.859,55449,39.2,82.5,0.401
17169,0.982,0.424,48138,43.6,94.9,0.273
17171,0.938,0,49669,42.7,98,0.303
17173,0.241,0.223,47188,43.5,98,0.29
17175,0.419,0,54203,43.8,97.2,0.324
17177,0.573,0.599,43472,43.1,85.1,0.291
17179,0.913,0.796,56067,39.8,95,0.342
17181,0.607,0.341,41848,42.9,92.4,0.321
17183,0.225,0.687,41400,39.8,80.4,0.263
17185,0.563,0.611,47365,42,96.2,0.262
17187,0.756,0.545,43536,39.6,88,0.282
17189,0.746,0.264,52832,42.3,96.9,0.323
17191,0.855,0.301,43605,42.9,97.5,0.263
17193,0.382,0.38,42914,45.2,97.6,0.25
17195,0.507,0.627,47667,41.8,85.9,0.272
17197,0.859,0.961,76147,35.4,67.2,0.362
17199,0.315,0.652,43125,40.1,91.5,0.318
17201,0.718,0.921,47072,38.3,72.5,0.3
17203,0.747,0.451,66639,39.6,96.5,0.379
18001,0.527,0.463,46695,34,94.6,0.245
18003,0.74,0.881,49370,35.3,76.5,0.344
18005,0.67,0.663,54165,38.2,87,0.383
18007,0,0,48711,40.1,93.7,0.276
18009,0.903,0.494,39225,42.4,97.2,0.212
18011,0.781,0.656,67255,38.6,93.8,0.443
18013,0.882,0,51568,46.7,96.8,0.329
18015,0.278,0.186,50542,40.9,95.2,0.275
18017,0.722,0.553,41940,38.7,83.7,0.246
18019,0.864,0.795,50496,37.9,85.2,0.291
18021,0.704,0.391,46430,39.9,97.2,0.278
18023,0.516,0.502,48953,37.5,85.3,0.217
18025,0.487,0,39700,41.8,97,0.201
18027,0.661,0.397,47165,35.4,93.8,0.234
18029,0.697,0.469,56946,40,96.9,0.274
18031,0.416,0.462,48047,38.7,96.3,0.257
18033,0.689,0.577,47247,38.1,95.7,0.283
18035,0.701,0.772,37474,34.8,88.1,0.319
18037,0.473,0.508,54780,39.9,92.6,0.279
18039,0.557,0.794,45693,34.9,77.2,0.249
18041,0.368,0.632,37391,40.8,96.4,0.252
18043,0.929,0.797,53961,39.1,89.2,0.335
18045,0.242,0.34,45884,41.6,96.3,0.255
18047,0.427,0.111,49516,40,97.9,0.309
18049,0.508,0.351,40168,40.3,93.3,0.262
18051,0.856,0.464,49329,39.9,94.8,0.268
18053,0.838,0.711,39747,39.5,86.5,0.289
18055,0.565,0.252,43980,41.1,97.5,0.28
18057,0.885,0.944,82468,35.6,86.4,0.513
18059,0.622,0.696,62981,39.1,94.1,0.374
18061,0.428,0.142,50510,40.2,96.5,0.285
18063,0.71,0.822,68297,36.7,88.5,0.396
18065,0.927,0.571,40679,41.4,94.9,0.284
18067,0.248,0.785,43590,40.7,87.1,0.3
18069,0.823,0.49,46148,39,96.1,0.268
18071,0.832,0.563,46501,38.7,91.6,0.264
18073,0.732,0.32,57500,38,92.6,0.271
18075,0.364,0.443,40235,39,95.8,0.231
18077,0.54,0.549,43795,39.7,93.9,0.262
18079,0.613,0.398,44128,38.4,95.9,0.255
18081,0.96,0.861,61231,36.8,92.3,0.351
18083,0.756,0.638,42119,38.5,94.1,0.27
18085,0.901,0.534,50859,37.7,89.9,0.275
18087,0.265,0.084,47617,30.4,95,0.208
18089,0.841,0.96,49035,37.4,55.3,0.295
18091,0.669,0.644,47538,39.6,81.4,0.272
18093,0.91,0.416,42627,41.6,96.6,0.278
18095,0.754,0.769,43120,39.2,86.3,0.283
18097,0.808,0.994,42334,33.9,59.5,0.34
18099,0.569,0.367,45709,38.4,89.5,0.268
18101,0.836,0.277,44740,41.8,98,0.305
18103,0.297,0.535,42023,39.5,90.3,0.236
18105,0.838,0.788,40052,27.7,86.1,0.428
18107,0.257,0.472,46797,39.4,92.8,0.262
18109,0.528,0.509,55354,39.9,96.9,0.282
18111,0.486,0,50262,42.4,93.3,0.206
18113,0.603,0.32,47117,37.1,88.6,0.234
18115,0,0,50377,43.7,97.4,0.221
18117,0.652,0.165,38826,40.8,96.5,0.242
18119,0.733,0,43950,42.4,97.3,0.243
18121,0.454,0.25,43870,41.3,95.4,0.232
18123,0.219,0.45,47596,40.4,95.3,0.201
18125,0,0,40680,42.8,97.7,0.231
18127,0.777,0.792,62794,38.4,85.9,0.333
18129,0.474,0.332,58750,41.6,96.7,0.29
18131,0.559,0.191,44764,41.7,95.7,0.276
18133,0.731,0.352,50821,37.9,92.5,0.301
18135,0.205,0.381,40904,40.8,95.1,0.269
18137,0.563,0.168,47537,39.2,96.7,0.264
18139,0.5,0.388,47401,40.6,96.8,0.3
18141,0.775,0.91,44582,36.2,75.6,0.342
18143,0.692,0.473,42898,39.3,97.1,0.223
18145,0.855,0.48,51440,39.9,93.7,0.267
18147,0.818,0,52991,41.9,95.9,0.272
18149,0.075,0.176,40126,40.4,95.1,0.237
18151,0.439,0.328,48080,40.2,95.1,0.263
18153,0.281,0.21,43510,39.8,92.8,0.267
18155,0.021,0,44143,39.1,97.2,0.165
18157,0.764,0.855,44246,27.7,80.4,0.389
18159,0.156,0.384,52686,42.6,96.4,0.276
18161,0.152,0,44161,40.3,96.9,0.302
18163,0.647,0.908,43540,37.5,85.2,0.297
18165,0.39,0.396,42524,41.9,97.8,0.227
18167,0.875,0.762,40692,36.1,86.7,0.317
18169,0.675,0.5,45286,41.2,95.4,0.285
18171,0.841,0.229,52317,42.4,97.8,0.249
18173,0.442,0.707,62351,39.7,94,0.343
18175,0.771,0.232,41986,39.2,97.4,0.238
18177,0.682,0.67,38350,40.2,89,0.303
18179,0.519,0.494,48136,40.2,96.3,0.268
18181,0.772,0.32,51444,41.9,91.2,0.262
18183,0.327,0.288,51914,40.1,96.6,0.243
19001,0.121,0,47892,45.3,97.7,0.283
19003,0.45,0,45871,46.7,97.3,0.322
19005,0.291,0.26,48831,44,93,0.304
19007,0.492,0.417,39208,44.2,96.8,0.308
19009,0,0,48313,47,98.2,0.327
19011,0.361,0.193,56669,40.9,97.4,0.312
19013,0.65,0.865,45747,34.4,83.9,0.307
19015,0.628,0.494,51826,40.8,95.8,0.315
19017,0.313,0.355,61216,39.3,96.6,0.367
19019,0.214,0.315,55553,39,97.1,0.301
19021,0.95,0.561,46951,37.1,67.9,0.255
19023,0.059,0,52026,43.8,97.9,0.275
19025,0.185,0,44484,47.8,97.9,0.306
19027,0.118,0.48,48361,42.3,96.7,0.272
19029,0.299,0.464,43481,45.1,96.7,0.288
19031,0.338,0.166,58088,42.4,96.7,0.3
19033,0.436,0.794,44795,43.3,92.6,0.299
19035,0.971,0.386,48977,47,95.7,0.297
19037,0,0.265,43971,43.7,96.9,0.28
19039,0.214,0.519,43216,40.2,88.4,0.251
19041,0.222,0.657,49035,42.5,95.1,0.267
19043,0.407,0.034,47494,45,96.9,0.271
19045,0.14,0.678,49559,41.4,92.5,0.274
19047,0.2,0.482,46548,38.4,73.4,0.265
19049,0.794,0.694,73847,34.3,88.7,0.476
19051,0.5,0,45040,38.6,97.7,0.306
19053,0,0,36326,38.2,94,0.328
19055,0.458,0.285,54076,42.1,98,0.269
19057,0.585,0.733,42451,41.5,89.4,0.279
19059,0.595,0.65,56136,48.1,97.5,0.331
19061,0.627,0.73,51475,38.6,92.9,0.337
19063,0,0.601,48601,41,90.5,0.245
19065,0.286,0.294,45542,43.2,95.7,0.313
19067,0.307,0.473,43826,43.3,94.7,0.311
19069,0.018,0.398,48355,42.8,87.4,0.259
19071,0.672,0,50520,45.1,95.7,0.358
19073,0.323,0.418,45865,45.6,96.6,0.32
19075,0.5,0,56827,43,97.9,0.312
19077,0.232,0,50609,44.8,96.7,0.319
19079,0.943,0.495,43589,42.3,91.5,0.306
19081,0,0.3,50105,44.8,94.7,0.299
19083,0.676,0.289,49342,43.7,93.7,0.322
19085,0.381,0.189,54583,42.9,97.3,0.323
19087,0.827,0.429,46376,40.2,90.1,0.294
19089,0.03,0.37,46429,42.1,97.4,0.28
19091,0.128,0.534,47897,44.3,94.6,0.321
19093,0.657,0,43449,44.8,97.4,0.323
19095,0.231,0.178,58008,42.4,96.7,0.327
19097,0.595,0.467,46467,44,96.9,0.265
19099,0.443,0.425,50513,41.6,95.8,0.295
19101,0.132,0.613,48814,43.5,86.3,0.385
19103,0.816,0.815,53424,29.3,83.1,0.449
19105,0.065,0.42,55041,42.7,95.5,0.292
19107,0.186,0,42167,43.8,97.9,0.279
19109,0.316,0.344,51812,46.6,97.3,0.329
19111,0.301,0.594,42469,42.6,91.6,0.244
19113,0.782,0.873,57260,36.5,89.3,0.376
19115,0.833,0,50583,39.8,81.8,0.261
19117,0.4,0.438,43288,44.1,98,0.231
19119,0.477,0,52152,38.7,97.3,0.337
19121,0.116,0.322,57581,39.8,97.2,0.367
19123,0.893,0.561,47967,38.9,94.9,0.294
19125,0.453,0.513,54723,38.6,95.6,0.344
19127,0.637,0.661,51555,39.6,78.2,0.299
19129,0.268,0.404,63076,41.2,95.6,0.338
19131,0.055,0.328,51078,44,98,0.304
19133,0.88,0.288,42025,47.5,96.3,0.289
19135,0.216,0.448,45997,42.1,96.3,0.346
19137,0.2,0.521,44281,44.6,95.6,0.312
19139,0.584,0.744,51425,38.2,80.8,0.268
19141,0.393,0.337,48185,43.6,94.5,0.29
19143,0.205,0.416,48659,43.5,91.9,0.306
19145,0.963,0.666,43010,43.7,92.7,0.332
19147,0.622,0.385,44663,43.9,96.7,0.297
19149,0.72,0.371,58888,41.2,95.2,0.314
19151,0.196,0,44073,47.6,96.3,0.333
19153,0.929,0.951,59018,34.7,80.7,0.393
19155,0.914,0.736,51304,38.5,89.7,0.292
19157,0.41,0.48,50349,41,93.6,0.353
19159,0.232,0,44551,45.6,96.8,0.372
19161,0.638,0,48093,46.6,96.9,0.293
19163,0.823,0.865,52735,37.7,82.8,0.361
19165,0,0.406,48783,45.4,96.7,0.317
19167,0.848,0.492,57227,32.7,89.3,0.319
19169,0.75,0.831,50516,26.7,86.9,0.444
19171,0.183,0.276,51670,41.8,83.7,0.292
19173,0.095,0,43804,44.6,93,0.309
19175,0.926,0.608,44838,40.9,96,0.258
19177,0.517,0,43181,43.3,97.4,0.253
19179,0.619,0.695,41425,39.8,87.5,0.25
19181,0.32,0.58,62535,38.3,95.8,0.359
19183,0.565,0.305,54554,41.6,92.7,0.334
19185,0,0,40024,45.3,97.5,0.33
19187,0.721,0.661,41624,40,90,0.287
19189,0.021,0.339,45603,43.5,94.3,0.289
19191,0.377,0.41,53122,39.4,95.7,0.355
19193,0.891,0.825,45856,35.1,77.6,0.271
19195,0.343,0,50476,43.8,96.5,0.275
19197,0.02,0.432,45205,44.4,88.7,0.306
20001,0.918,0.428,40554,40.8,91.9,0.292
20003,0.928,0.412,41713,42.1,96,0.301
20005,0.678,0.658,45212,36.3,89.5,0.346
20007,0.769,0,45920,45.8,94.8,0.342
20009,0.319,0.682,44981,39.7,83.4,0.32
20011,0.601,0.52,39591,38.2,92,0.302
20013,0.059,0.316,39968,41.9,84,0.319
20015,0.726,0.595,56454,37.2,91,0.359
20017,0.502,0,36815,45.6,93.1,0.311
20019,0.492,0,39529,48.2,89.7,0.255
20021,0.647,0.509,39746,40.5,89.2,0.293
20023,0.245,0,37875,50,93.3,0.341
20025,0.976,0,41129,44.9,88.8,0.387
20027,0.095,0.505,45233,43.3,95.9,0.351
20029,0.342,0.56,38534,42.2,94.8,0.274
20031,0.879,0.291,51793,43,95.1,0.35
20033,0.986,0,39375,47.4,94.3,0.385
20035,0.824,0.69,41878,38.5,82.2,0.273
20037,0.926,0.651,37378,32.6,89,0.316
20039,0.231,0,39333,51.4,96.9,0.391
20041,0.359,0.357,48890,41.4,92.7,0.322
20043,0.441,0.298,46512,39.6,91.7,0.308
20045,0.924,0.89,49508,28.4,81.7,0.437
20047,0,0,46551,44.8,80.5,0.361
20049,0.971,0,34089,48.8,93.5,0.347
20051,0.86,0.744,43085,32.2,91.7,0.307
20053,0.496,0.459,45865,44.3,88.2,0.325
20055,0.382,0.814,47945,30.2,46.4,0.245
20057,0.445,0.807,51178,30.4,44,0.22
20059,0.739,0.479,49543,38.1,91.9,0.292
20061,0.313,0.883,46908,27.7,59.9,0.304
20063,0.674,0,44866,48.3,97.1,0.381
20065,0.048,0,47500,49.4,90.8,0.353
20067,0,0.802,53213,32.8,54.2,0.311
20069,0.667,0,57808,34.7,84.1,0.342
20071,0,0,52847,46.6,84.7,0.402
20073,0.792,0.387,38346,46.7,93.5,0.292
20075,0,0,43357,33.5,67,0.281
20077,0.69,0,38313,44.1,92.5,0.327
20079,0.931,0.691,50287,38.9,84.6,0.352
20081,0.519,0,52415,34.3,71.3,0.31
20083,0.915,0,52375,46.1,91.2,0.456
20085,0.325,0.241,54546,40.7,85.9,0.279
20087,0.892,0.012,56875,42.6,95,0.36
20089,0,0,39884,52.5,96.2,0.358
20091,0.927,0.962,74717,36.4,82,0.493
20093,0.438,0,52264,35.5,68.5,0.262
20095,0.03,0.379,47466,44.5,95.3,0.313
20097,0.349,0,44650,41.9,93.1,0.34
20099,0.705,0.477,40916,40.5,85.5,0.301
20101,0.2,0,53021,46.1,93,0.419
20103,0.796,0.709,63435,37.4,80.3,0.363
20105,0.25,0,40811,46.4,96.1,0.374
20107,0.511,0,45519,44.8,95.1,0.34
20109,0.243,0,41765,44.9,94.7,0.323
20111,0.941,0.737,38981,32.5,73.3,0.256
20113,0.367,0.565,54167,41.4,93.1,0.343
20115,0.837,0.222,45830,44.6,94.7,0.323
20117,0.791,0.29,44032,45.2,96.1,0.313
20119,0.667,0,51000,38.8,82.2,0.368
20121,0.581,0.49,58936,39.5,93.7,0.336
20123,0.151,0.517,46667,45.6,97.2,0.364
20125,0.881,0.566,39669,39.9,80.9,0.269
20127,0.442,0,47445,47.2,94.1,0.304
20129,0,0,46607,38.9,76.3,0.295
20131,0.089,0.248,47122,42.5,96.7,0.335
20133,0.616,0.549,42071,40.2,91.7,0.298
20135,0.276,0,48800,48.2,91,0.33
20137,0.767,0.51,46029,43.5,91.1,0.291
20139,0.989,0.165,50205,42.8,95.5,0.324
20141,0.722,0,37925,48.2,97,0.372
20143,0.419,0,58396,42.7,95.7,0.343
20145,0.348,0.683,44078,43.2,86.3,0.367
20147,0.082,0.462,43059,45.3,95.6,0.343
20149,0.499,0.411,56854,34.8,91.1,0.332
20151,0.181,0.678,46035,40.9,91.3,0.338
20153,0,0,43482,51.3,95.3,0.402
20155,0.434,0.687,43798,39.9,86.1,0.3
20157,0,0,39572,50.6,97.4,0.361
20159,0.024,0.362,45336,39.3,86.1,0.313
20161,0.865,0.862,43962,24.3,79.5,0.42
20163,0.966,0,42449,44.1,96.1,0.335
20165,0.425,0,42610,48.7,95.7,0.358
20167,0.5,0.589,37111,46.5,95.3,0.296
20169,0.322,0.854,47215,37.8,82.1,0.29
20171,0.526,0.739,50605,41.4,83,0.4
20173,0.804,0.923,49865,34.2,69.9,0.345
20175,0.303,0.886,50185,28.9,36,0.189
20177,0.825,0.842,48451,38.1,75.6,0.352
20179,0.087,0,48674,46.9,95.3,0.377
20181,0.064,0.758,38634,42.1,86.8,0.313
20183,0.706,0,45556,49.6,96.3,0.397
20185,0.84,0,43292,45.6,85.8,0.386
20187,0.571,0,46382,35.6,60.4,0.266
20189,0,0.688,54494,34.4,65.4,0.304
20191,0.333,0.371,47894,40.5,91.3,0.295
20193,0.167,0.692,48187,36.6,92.9,0.34
20195,0.569,0,45714,49.3,96.7,0.27
20197,0.596,0,54694,42.6,94.5,0.352
20199,0.051,0,47454,45.4,91.2,0.374
20201,1,0,42515,46.4,95.8,0.305
20203,0,0,53018,40.3,73.7,0.346
20205,0.985,0.273,38917,43.1,94.2,0.294
20207,0.758,0,33839,48.2,94.9,0.249
20209,0.68,0.939,39402,32.8,43.3,0.225
21001,0.808,0.245,32524,39,94.1,0.283
21003,0.429,0.213,40008,39.2,96.2,0.24
21005,0.264,0.583,52646,38.4,94.8,0.312
21007,0.399,0,44588,42.4,94.1,0.279
21009,0.173,0.367,38873,39.7,91.5,0.285
21011,0.398,0,30797,39.9,96,0.272
21013,0.262,0.375,26228,41,95.1,0.253
21015,0.287,0.867,67225,35.7,90,0.384
21017,0.323,0.553,40933,40.7,85.2,0.295
21019,0.785,0.747,40379,41.8,93.8,0.339
21021,0.721,0.652,41473,40.6,86.9,0.312
21023,0.273,0,39196,39.2,97.2,0.271
21025,0.293,0.185,24045,40,97.8,0.256
21027,0.54,0,38907,41.6,95.4,0.252
21029,0.527,0.696,54836,38.2,96,0.24
21031,0.241,0,35430,40.1,96,0.254
21033,0.357,0.454,37127,42.6,92.1,0.291
21035,0.614,0.513,39677,34,90.5,0.336
21037,0.678,0.847,54306,37,93.4,0.363
21039,0,0,39049,42.9,96.1,0.248
21041,0.528,0.478,40160,37.6,88.6,0.232
21043,0.207,0.206,36406,39.3,97.2,0.252
21045,0.286,0,29934,40.6,96.1,0.229
21047,0.571,0.714,38904,28.9,68.6,0.282
21049,0.205,0.725,45853,39.8,91,0.345
21051,0,0.214,21883,37.7,92.9,0.253
21053,0.096,0,27100,41.6,96,0.228
21055,0,0.292,34261,42.6,97.3,0.255
21057,0,0,31593,43.8,94.9,0.305
21059,0.831,0.73,46555,38.8,90,0.294
21061,0.102,0,37646,41.3,96.5,0.249
21063,0,0,24246,39.9,95.2,0.269
21065,0.143,0.239,29184,41.3,98.2,0.215
21067,0.847,0.969,48398,33.7,73,0.425
21069,0.818,0.195,32495,40.1,96.6,0.313
21071,0.031,0.161,30476,39.9,97.9,0.29
21073,0.543,0.724,46071,39.8,83.2,0.372
21075,0,0.356,33582,42.8,73,0.282
21077,0.302,0,43793,37.4,92.6,0.173
21079,0.793,0.221,44652,41.2,94.4,0.298
21081,0.03,0.35,46159,35.3,95.5,0.218
21083,0.814,0.306,38394,39.8,87.8,0.284
21085,0.631,0.264,32399,39.7,96.7,0.288
21087,0.5,0,34406,42.6,95,0.277
21089,0.09,0.607,44060,42,96.9,0.36
21091,0,0.107,51189,39.5,96.7,0.208
21093,0.25,0.658,48687,35,77.8,0.349
21095,0.591,0.458,25906,40.5,95.7,0.278
21097,0.94,0.341,36048,40.7,94.7,0.24
21099,0.337,0.128,33408,40.1,92.2,0.209
21101,0.698,0.618,41940,39.8,88.2,0.286
21103,0.103,0,46016,40.6,92.6,0.266
21105,0.182,0,34029,44.8,87.7,0.247
21107,0.748,0.529,40891,40.4,89.4,0.288
21109,0.965,0,26156,39.5,98.5,0.231
21111,0.791,0.986,46959,37.9,70.5,0.362
21113,0.819,0.741,49024,35.8,91.3,0.334
21115,0.042,0.27,34090,40.4,98,0.248
21117,0.546,0.93,54270,36,89.8,0.359
21119,0.161,0,33889,40.5,98,0.364
21121,0.628,0.371,24038,38.5,96.6,0.255
21123,0.46,0.24,39753,40.2,92.3,0.266
21125,0.119,0.432,36570,38.4,96.4,0.267
21127,0.622,0.229,33525,40.1,98.2,0.248
21129,0.375,0,22920,40.9,95.9,0.298
21131,0,0,29293,41.1,98.6,0.27
21133,0.637,0,31200,40.9,98.4,0.328
21135,0,0,28388,40.3,98.4,0.266
21137,0.83,0.183,33651,39.5,94.6,0.258
21139,0.713,0.046,40313,44.9,97.1,0.219
21141,0.29,0.25,36590,40.2,89.2,0.252
21143,0.397,0,40112,47.9,92.3,0.255
21145,0.897,0.722,44898,41.8,83.9,0.326
21147,0.217,0,20972,37.9,90.4,0.236
21149,0,0,38833,41.5,97.3,0.303
21151,0.461,0.615,42312,33.7,90.4,0.355
21153,0.072,0,26877,39.1,98.3,0.32
21155,0.199,0.285,38719,37.8,87.2,0.274
21157,0.721,0.141,43907,44.3,97.5,0.27
21159,0,0,26261,37.3,89.2,0.29
21161,0.114,0.446,41137,40.3,89.7,0.32
21163,0.221,0.141,46756,35,90.6,0.296
21165,0.29,0,29108,40.6,96,0.223
21167,0.313,0.409,45396,41.7,92,0.302
21169,0,0,31750,40.7,96.3,0.23
21171,0.75,0,29808,42.1,94.1,0.287
21173,0.7,0.409,37312,38,93.3,0.269
21175,0,0,30658,38.6,93.7,0.267
21177,0.213,0.316,38105,40.9,93,0.278
21179,0.54,0.431,43833,37.7,90.9,0.282
21181,0.44,0,43081,40.5,97,0.272
21183,0.683,0.265,40830,39.1,94.5,0.248
21185,0.76,0.797,83391,39,89.2,0.468
21187,0.026,0,41009,40.1,95.6,0.263
21189,0,0,19986,42.2,98,0.28
21191,0.425,0,45480,39.5,97.6,0.287
21193,0.486,0.259,33528,40.2,96.2,0.306
21195,0.478,0.122,32961,40.3,97.6,0.276
21197,0.127,0.329,26839,38.7,97.2,0.229
21199,0.391,0.461,34092,41.1,95.1,0.284
21201,0,0,31786,43.9,97.8,0.311
21203,0.13,0.163,30674,40.6,98.2,0.217
21205,0.606,0.312,35236,31.7,95.4,0.306
21207,0.664,0,29721,42.2,94.9,0.28
21209,0.26,0.675,61893,35,87.8,0.351
21211,0.719,0.53,57298,38.3,81,0.301
21213,0.559,0.548,39546,39.3,86.2,0.241
21215,0.316,0,65209,38.9,95.4,0.268
21217,0.476,0.478,36384,39.4,91.1,0.259
21219,0.673,0,41541,37.1,86.7,0.191
21221,0.725,0.206,45629,44.2,88.4,0.329
21223,0.445,0.053,49718,39.5,95.4,0.258
21225,0.878,0.347,39125,36.3,84.3,0.267
21227,0.479,0.688,44135,32.7,81.6,0.335
21229,0.77,0,40845,40.7,88.8,0.28
21231,0.636,0.323,29497,41.1,94.1,0.215
21233,0.2,0,41415,40.1,89.8,0.251
21235,0.307,0.348,29769,38.1,96.9,0.262
21237,0.232,0,22574,40.9,98.5,0.259
21239,0.359,0.638,57580,41,86.4,0.366
22001,0.347,0.483,37587,35.7,78.6,0.276
22003,0.2,0.306,38429,37.4,70.9,0.26
22005,0.351,0.868,69070,34.3,70.8,0.365
22007,0.952,0.55,46116,38.9,65.9,0.251
22009,0.765,0.362,33942,38.1,66.3,0.261
22011,0.309,0.335,46385,36.6,80.6,0.264
22013,0,0.202,31543,41.8,54.7,0.302
22015,0.606,0.757,53248,34.7,69.2,0.341
22017,0.888,0.856,41053,36.4,47.8,0.309
22019,0.731,0.795,43499,35.9,69.4,0.291
22021,0,0,39385,39.6,79.4,0.218
22023,0.897,0,64574,39.9,94.5,0.281
22025,0,0,36165,38.8,66.7,0.262
22027,0,0.176,32996,40.7,47,0.222
22029,0.703,0.665,29022,37.7,56.8,0.271
22031,0.127,0.227,39162,39.7,56.6,0.245
22033,0.89,0.931,48506,32.6,47,0.375
22035,0,0.654,25321,34.3,28.3,0.237
22037,0.522,0,47225,41.1,52.6,0.24
22039,0.176,0.389,31832,35.9,67.9,0.273
22041,0,0.258,31214,38.8,66.7,0.29
22043,0.629,0.144,39654,36.8,77.8,0.264
22045,0.148,0.719,44262,35.6,60.8,0.263
22047,0.643,0.408,45368,37.9,47.9,0.207
22049,0.4,0.345,37388,39.6,67.5,0.269
22051,0.505,0.989,48261,38.4,56,0.312
22053,0.461,0.493,41622,37.7,78.6,0.289
22055,0.687,0.917,51462,33.2,67.2,0.346
22057,0.689,0.758,50572,36.5,78,0.273
22059,0,0.268,42528,37.9,84.1,0.34
